date,ticker,predicted_close,lower_band,upper_band,source
2026-01-01,PLTR,56.33941132762277,54.08583487451786,58.59298778072768,research_only_stub
2026-01-02,PLTR,56.684778600375495,54.41738745636047,58.95216974439052,research_only_stub
2026-01-05,PLTR,56.96097874318641,54.68253959345895,59.23941789291387,research_only_stub
2026-01-06,PLTR,57.15518691408106,54.868979437517815,59.4413943906443,research_only_stub
2026-01-07,PLTR,57.27465276538001,54.98366665476481,59.56563887599521,research_only_stub
2026-01-08,PLTR,57.34492547597048,55.05112845693166,59.6387224950093,research_only_stub
2026-01-09,PLTR,57.40359842125578,55.107454484405544,59.699742358106015,research_only_stub
2026-01-12,PLTR,57.491105003741964,55.191460803592285,59.79074920389164,research_only_stub
2026-01-13,PLTR,57.64081914594001,55.33518638010241,59.94645191177761,research_only_stub
2026-01-14,PLTR,57.870884190178955,55.556048822571796,60.185719557786115,research_only_stub
2026-01-01,SNDK,25.48525101589728,24.465840975261386,26.504661056533173,research_only_stub
2026-01-02,SNDK,25.641478626931328,24.615819481854075,26.66713777200858,research_only_stub
2026-01-05,SNDK,25.76641834149863,24.735761607838683,26.797075075158574,research_only_stub
2026-01-06,SNDK,25.85426881540235,24.820098062786254,26.888439568018445,research_only_stub
2026-01-07,SNDK,25.908309444092573,24.87197706632887,26.944641821856276,research_only_stub
2026-01-08,SNDK,25.940097452287244,24.902493554195754,26.977701350378734,research_only_stub
2026-01-09,SNDK,25.966638282288866,24.92797275099731,27.005303813580422,research_only_stub
2026-01-12,SNDK,26.00622206862336,24.965973185878422,27.046470951368295,research_only_stub
2026-01-13,SNDK,26.073945575217333,25.030987752208638,27.11690339822603,research_only_stub
2026-01-14,SNDK,26.178015981070835,25.130895341828,27.22513662031367,research_only_stub
2026-01-01,SOUN,2.2048348599280803,2.116641465530957,2.2930282543252036,research_only_stub
2026-01-02,SOUN,2.2183507590917295,2.12961672872806,2.307084789455399,research_only_stub
2026-01-05,SOUN,2.229159812449517,2.1399934199515362,2.318326204947498,research_only_stub
2026-01-06,SOUN,2.236760121632397,2.147289716767101,2.326230526497693,research_only_stub
2026-01-07,SOUN,2.241435400754204,2.1517779847240357,2.3310928167843725,research_only_stub
2026-01-08,SOUN,2.2441855133017152,2.1544180927696464,2.333952933833784,research_only_stub
2026-01-09,SOUN,2.246481670681625,2.15662240385436,2.33634093750889,research_only_stub
2026-01-12,SOUN,2.2499062283578977,2.1599099792235816,2.3399024774922137,research_only_stub
2026-01-13,SOUN,2.2557652700476116,2.165534659245707,2.3459958808495163,research_only_stub
2026-01-14,SOUN,2.2647688328757565,2.174178079560726,2.355359586190787,research_only_stub
2026-01-01,TSLA,75.34966986655546,72.33568307189324,78.36365666121768,research_only_stub
2026-01-02,TSLA,75.81157227858637,72.77910938744292,78.84403516972982,research_only_stub
2026-01-05,TSLA,76.18096892451288,73.13373016753236,79.2282076814934,research_only_stub
2026-01-06,TSLA,76.4407075553836,73.38307925316825,79.49833585759895,research_only_stub
2026-01-07,TSLA,76.60048402878971,73.53646466763811,79.6645033899413,research_only_stub
2026-01-08,TSLA,76.69446842477191,73.62668968778104,79.76224716176279,research_only_stub
2026-01-09,TSLA,76.77293901850312,73.702021457763,79.84385657924325,research_only_stub
2026-01-12,TSLA,76.88997240501016,73.81437350880975,79.96557130121056,research_only_stub
2026-01-13,TSLA,77.09020366272382,74.00659551621487,80.17381180923277,research_only_stub
2026-01-14,TSLA,77.39789812957636,74.3019822043933,80.49381405475943,research_only_stub
2026-01-01,TSM,146.5568252440143,140.69455223425373,152.41909825377488,research_only_stub
2026-01-02,TSM,147.45523596299543,141.55702652447562,153.35344540151524,research_only_stub
2026-01-05,TSM,148.17372085853185,142.24677202419056,154.10066969287314,research_only_stub
2026-01-06,TSM,148.67891841548274,142.73176167886342,154.62607515210206,research_only_stub
2026-01-07,TSM,148.98968729784883,143.03009980593487,154.9492747897628,research_only_stub
2026-01-08,TSM,149.17248909010647,143.2055895265022,155.13938865371074,research_only_stub
2026-01-09,TSM,149.32511618339868,143.35211153606272,155.29812083073463,research_only_stub
2026-01-12,TSM,149.55274878755478,143.57063883605258,155.53485873905697,research_only_stub
2026-01-13,TSM,149.94220314743586,143.94451502153842,155.9398912733333,research_only_stub
2026-01-14,TSM,150.54067589837058,144.51904886243574,156.56230293430542,research_only_stub
