datetime,symbol,open,high,low,close,volume
2026-05-02 06:00:00,BTC-USD,94970.99228854696,95338.62201502638,94713.11409408652,95188.07902648751,66238
2026-05-02 07:00:00,BTC-USD,95188.07902648751,95556.53451991688,93816.67240044472,94014.90856068794,238225
2026-05-02 08:00:00,BTC-USD,94014.90856068794,94467.7005690876,92076.79061202101,92166.26627964954,231086
2026-05-02 09:00:00,BTC-USD,92166.26627964954,92497.06723865261,91613.45697775132,92433.43570502527,311379
2026-05-02 10:00:00,BTC-USD,92433.43570502527,92703.23857125624,92191.60032491917,92486.5794227355,104943
2026-05-02 11:00:00,BTC-USD,92486.5794227355,93994.70485364429,92220.48230727312,93835.46050673041,113893
2026-05-02 12:00:00,BTC-USD,93835.46050673041,93841.70435242515,92704.27250395268,93265.44756383379,151851
2026-05-02 13:00:00,BTC-USD,93265.44756383379,94770.50531548416,93141.08447506497,94484.03171241736,140504
2026-05-02 14:00:00,BTC-USD,94484.03171241736,94769.28862622612,93794.2655665284,93991.58770706947,142206
2026-05-02 15:00:00,BTC-USD,93991.58770706947,94091.55431873766,91936.7980985538,92582.07088697675,120324
2026-05-02 16:00:00,BTC-USD,92582.07088697675,92934.7699886805,90973.5727563303,91557.47628366663,84599
2026-05-02 17:00:00,BTC-USD,91557.47628366663,91693.26278439701,91364.2780085772,91476.46902565275,226549
2026-05-02 18:00:00,BTC-USD,91476.46902565275,91892.40421341234,91367.20473163214,91601.89243657535,199716
2026-05-02 19:00:00,BTC-USD,91601.89243657535,91845.28162348452,91132.60938072241,91163.62088329649,94160
2026-05-02 20:00:00,BTC-USD,91163.62088329649,92946.99168774947,90826.31249082439,92781.56691279332,160298
2026-05-02 21:00:00,BTC-USD,92781.56691279332,92946.80101811148,92036.09646750719,92453.26392035274,142081
2026-05-02 22:00:00,BTC-USD,92453.26392035274,92735.55440529465,91912.23974219662,92450.63711863091,221068
2026-05-02 23:00:00,BTC-USD,92450.63711863091,93196.8416846898,92421.35569724452,93043.55905924382,249518
2026-05-03 00:00:00,BTC-USD,93043.55905924382,94546.26737644353,92643.42325913932,94295.22521324715,231341
2026-05-03 01:00:00,BTC-USD,94295.22521324715,95910.97621714717,94115.44970315993,95413.74462944572,321816
2026-05-03 02:00:00,BTC-USD,95413.74462944572,95897.31440479703,93775.48082220953,94169.62184076547,241138
2026-05-03 03:00:00,BTC-USD,94169.62184076547,97109.90440260195,94145.93107834109,96476.75935165308,76122
2026-05-03 04:00:00,BTC-USD,96476.75935165308,97668.86930885458,96190.20146966663,97613.81802419547,237489
2026-05-03 05:00:00,BTC-USD,97613.81802419547,97815.28836556667,95537.62123535051,95884.94697101878,166038
2026-05-03 06:00:00,BTC-USD,95884.94697101878,96181.4695810054,95708.64931951031,95798.19788651624,82365
2026-05-03 07:00:00,BTC-USD,95798.19788651624,95869.40433838562,95707.73036270267,95805.41598330109,204343
2026-05-03 08:00:00,BTC-USD,95805.41598330109,96317.9192501265,95745.47128749556,95936.5075004161,121039
2026-05-03 09:00:00,BTC-USD,95936.5075004161,96020.16984500729,94661.63256652548,94991.15488826546,114423
2026-05-03 10:00:00,BTC-USD,94991.15488826546,95967.32333750412,94244.4877092525,95602.55997062783,86963
2026-05-03 11:00:00,BTC-USD,95602.55997062783,97100.47423924986,95318.97135819487,96830.77835778444,84758
2026-05-03 12:00:00,BTC-USD,96830.77835778444,97293.98517964016,96240.63395123096,96511.06295925783,168800
2026-05-03 13:00:00,BTC-USD,96511.06295925783,97068.025156637,96107.15678227357,96391.3634245146,60464
2026-05-03 14:00:00,BTC-USD,96391.3634245146,96557.6493084699,95349.98382049584,95810.20355326716,128212
2026-05-03 15:00:00,BTC-USD,95810.20355326716,97867.76816779118,95792.3933655721,97564.0427390885,106583
2026-05-03 16:00:00,BTC-USD,97564.0427390885,99449.80753861563,97260.11141073874,99114.96705923202,158885
2026-05-03 17:00:00,BTC-USD,99114.96705923202,99884.37865442337,98686.17970331322,99394.07033417316,179345
2026-05-03 18:00:00,BTC-USD,99394.07033417316,99814.17537844251,98253.25160358002,98386.84194754543,266260
2026-05-03 19:00:00,BTC-USD,98386.84194754543,98649.50624960849,96833.23689842362,97122.89039031554,89671
2026-05-03 20:00:00,BTC-USD,97122.89039031554,100012.23589210524,96939.58074682177,99365.86331205186,230331
2026-05-03 21:00:00,BTC-USD,99365.86331205186,100388.76165881209,99008.051285974,100061.3067586231,158323
2026-05-03 22:00:00,BTC-USD,100061.3067586231,100450.94276848315,99825.80576014657,100409.22271712395,150209
2026-05-03 23:00:00,BTC-USD,100409.22271712395,102480.17704742134,100109.33371200816,102091.95961511128,323850
2026-05-04 00:00:00,BTC-USD,102091.95961511128,102302.81700685684,101531.15368701702,101669.4456898445,329752
2026-05-04 01:00:00,BTC-USD,101669.4456898445,103641.07329297144,101201.22167051963,103104.883019013,171025
2026-05-04 02:00:00,BTC-USD,103104.883019013,103884.54724651952,102845.94964534024,103636.31917401243,166780
2026-05-04 03:00:00,BTC-USD,103636.31917401243,106243.31039276562,103339.95083789542,105784.87566433036,125401
2026-05-04 04:00:00,BTC-USD,105784.87566433036,106509.1309721237,104811.19052653652,105254.95061160803,167778
2026-05-04 05:00:00,BTC-USD,105254.95061160803,105290.55539446483,104796.18767028596,105094.60719799447,241143
2026-05-04 06:00:00,BTC-USD,105094.60719799447,105352.57429159062,104619.12707549994,104878.12544759044,170982
2026-05-04 07:00:00,BTC-USD,104878.12544759044,105133.50829300309,103055.32951615645,103153.26846492873,242331
2026-05-04 08:00:00,BTC-USD,103153.26846492873,103605.58648962222,101794.37001873809,102476.7266631068,141334
2026-05-04 09:00:00,BTC-USD,102476.7266631068,102831.23848619923,101708.79392536901,102014.34017008875,104075
2026-05-04 10:00:00,BTC-USD,102014.34017008875,103662.63472662674,101771.49184930732,102856.52361684559,148554
2026-05-04 11:00:00,BTC-USD,102856.52361684559,103243.86197697636,101848.04780994516,101848.78693277432,98901
2026-05-04 12:00:00,BTC-USD,101848.78693277432,103779.45635380391,101278.91667595127,103693.71071191796,323178
2026-05-04 13:00:00,BTC-USD,103693.71071191796,104755.53289626412,102896.78283276207,104304.09025709973,148965
2026-05-04 14:00:00,BTC-USD,104304.09025709973,104329.93207061602,103530.91318007918,103852.86714120052,316669
2026-05-04 15:00:00,BTC-USD,103852.86714120052,105417.90772637627,103754.50818640017,105340.0634188013,129718
2026-05-04 16:00:00,BTC-USD,105340.0634188013,106272.31397670419,104969.82580723277,106006.52883432269,186005
2026-05-04 17:00:00,BTC-USD,106006.52883432269,106314.32754058825,105556.53795391835,105926.83929791178,156719
2026-05-04 18:00:00,BTC-USD,105926.83929791178,107668.90014201145,105458.56497263147,106868.44460671622,166894
2026-05-04 19:00:00,BTC-USD,106868.44460671622,107288.55482939222,104836.1717216798,105011.75433502463,86330
2026-05-04 20:00:00,BTC-USD,105011.75433502463,106889.82642571178,104734.50792944319,106390.32765208196,75394
2026-05-04 21:00:00,BTC-USD,106390.32765208196,106536.19177408215,105742.0282760169,106223.0506282657,449539
2026-05-04 22:00:00,BTC-USD,106223.0506282657,106927.74693431797,106202.79640710024,106807.09195120912,158697
2026-05-04 23:00:00,BTC-USD,106807.09195120912,106916.11553308927,106456.84452089731,106890.85145095394,96963
2026-05-05 00:00:00,BTC-USD,106890.85145095394,109231.94467279708,106291.898929337,108629.01437861577,131488
2026-05-05 01:00:00,BTC-USD,108629.01437861577,109911.60020937157,108404.49438590073,109617.49283815913,139718
2026-05-05 02:00:00,BTC-USD,109617.49283815913,109668.49488367038,107698.47161269466,108229.48393626213,149334
2026-05-05 03:00:00,BTC-USD,108229.48393626213,109417.17479599763,108103.9899028019,108829.05118371926,114363
2026-05-05 04:00:00,BTC-USD,108829.05118371926,109810.1958875971,108601.05200135875,109379.12973071513,258624
2026-05-05 05:00:00,BTC-USD,109379.12973071513,109988.46534431924,109295.32705784954,109978.80009207847,233856
2026-05-05 06:00:00,BTC-USD,109978.80009207847,111089.74535833955,109293.13621488675,110916.96479211198,213013
2026-05-05 07:00:00,BTC-USD,110916.96479211198,113269.4551161052,110662.93110543242,113034.44318361368,98036
2026-05-05 08:00:00,BTC-USD,113034.44318361368,117113.21584734308,112264.66962109687,116811.96831061498,121627
2026-05-05 09:00:00,BTC-USD,116811.96831061498,117508.56376912595,116568.86872228053,117389.85375286147,253391
2026-05-05 10:00:00,BTC-USD,117389.85375286147,118044.10803737525,115535.20999932932,115977.00942764751,101744
2026-05-05 11:00:00,BTC-USD,115977.00942764751,116197.16190157404,115292.47343791678,115625.60857503589,127865
2026-05-05 12:00:00,BTC-USD,115625.60857503589,115887.9618684384,114762.26441001656,114823.74846569834,91099
2026-05-05 13:00:00,BTC-USD,114823.74846569834,115690.47216279463,114746.76005034595,115101.28043232478,163011
2026-05-05 14:00:00,BTC-USD,115101.28043232478,115176.65461526303,113970.26564558713,114548.5353310559,128904
2026-05-05 15:00:00,BTC-USD,114548.5353310559,117083.54077238371,114098.63395560904,116951.57430868519,146931
2026-05-05 16:00:00,BTC-USD,116951.57430868519,117467.37988299859,115938.6852657853,116244.17983225317,213511
2026-05-05 17:00:00,BTC-USD,116244.17983225317,116572.86009538821,115923.92318586183,116526.943703447,166604
2026-05-05 18:00:00,BTC-USD,116526.943703447,118314.26158221325,116188.36204257076,118216.73816599071,74993
2026-05-05 19:00:00,BTC-USD,118216.73816599071,119543.80202303352,118058.88774719847,119495.47317099507,158475
2026-05-05 20:00:00,BTC-USD,119495.47317099507,121519.14913375847,119449.02353652898,121439.1604769913,116485
2026-05-05 21:00:00,BTC-USD,121439.1604769913,121914.06372855246,120029.31648741146,120156.96140618646,117632
2026-05-05 22:00:00,BTC-USD,120156.96140618646,121501.6783894842,119671.68682235254,121357.65538546485,105121
2026-05-05 23:00:00,BTC-USD,121357.65538546485,121528.17239286477,119059.58565061857,119955.27812003897,140910
2026-05-06 00:00:00,BTC-USD,119955.27812003897,121017.62666332323,119549.36046875795,120664.62457522415,166434
2026-05-06 01:00:00,BTC-USD,120664.62457522415,123850.19945762363,120575.58505617589,123787.49166275453,103220
2026-05-06 02:00:00,BTC-USD,123787.49166275453,124380.76907896841,121566.30730712447,122173.37553390303,105599
2026-05-06 03:00:00,BTC-USD,122173.37553390303,122435.86356912303,119734.14371736192,120497.94370863524,45761
2026-05-06 04:00:00,BTC-USD,120497.94370863524,121667.64889124667,119835.58083304475,121616.79027534278,100201
2026-05-06 05:00:00,BTC-USD,121616.79027534278,121691.59309526543,121480.55924350787,121560.13021440805,303648
2026-05-06 06:00:00,BTC-USD,121560.13021440805,123366.63008549332,121449.31766367925,123115.96641679703,69410
2026-05-06 07:00:00,BTC-USD,123115.96641679703,123476.18307490922,122552.96649103759,122896.8650452022,156028
2026-05-06 08:00:00,BTC-USD,122896.8650452022,123246.00799374789,121249.76045611218,121603.28356294996,290905
2026-05-06 09:00:00,BTC-USD,121603.28356294996,125016.29931217586,121462.11847996547,124683.2421521563,158064
2026-05-06 10:00:00,BTC-USD,124683.2421521563,124835.12614605924,123782.96951647369,124137.90954770656,101774
2026-05-06 11:00:00,BTC-USD,124137.90954770656,125746.69038141538,123691.01059846386,125401.75996413575,149892
2026-05-06 12:00:00,BTC-USD,125401.75996413575,125492.66333082656,124367.66979825121,124670.68658832801,127141
2026-05-06 13:00:00,BTC-USD,124670.68658832801,125755.23544001643,124637.08332583513,125380.42771409595,167745
2026-05-06 14:00:00,BTC-USD,125380.42771409595,125571.06284916516,123436.64885069671,123720.40795789124,63967
2026-05-06 15:00:00,BTC-USD,123720.40795789124,124628.02370015775,123396.16869644409,124210.38366963904,134464
2026-05-06 16:00:00,BTC-USD,124210.38366963904,124291.90359969261,123715.70113814145,124007.45584963009,126921
2026-05-06 17:00:00,BTC-USD,124007.45584963009,124509.30492461387,123565.31770950444,124495.60127235272,173589
2026-05-06 18:00:00,BTC-USD,124495.60127235272,124878.01230541168,123957.0811396882,124635.4830689047,76951
2026-05-06 19:00:00,BTC-USD,124635.4830689047,126124.44532346241,124176.81164103319,125674.11852150309,193395
2026-05-06 20:00:00,BTC-USD,125674.11852150309,125972.88308318301,124473.07702962484,125039.37284624782,197558
2026-05-06 21:00:00,BTC-USD,125039.37284624782,125776.57814264325,124502.8377656921,125696.84001569035,275477
2026-05-06 22:00:00,BTC-USD,125696.84001569035,128021.20878651532,125604.02186797798,127566.9038384625,248735
2026-05-06 23:00:00,BTC-USD,127566.9038384625,128084.69402912677,127068.71709370072,127691.65309954043,83160
2026-05-07 00:00:00,BTC-USD,127691.65309954043,127880.13857735711,125290.29133544325,126053.4464843468,137739
2026-05-07 01:00:00,BTC-USD,126053.4464843468,127717.37859234764,125193.04707597842,126805.00099881638,155358
2026-05-07 02:00:00,BTC-USD,126805.00099881638,126808.30928065618,126609.83381972968,126778.868163504,197089
2026-05-07 03:00:00,BTC-USD,126778.868163504,128136.8083922241,126095.84397134997,127719.85775207737,114970
2026-05-07 04:00:00,BTC-USD,127719.85775207737,128581.43652187964,127157.6413019014,127972.9274055451,263530
2026-05-07 05:00:00,BTC-USD,127972.9274055451,129210.818620109,127477.76669413788,128919.79071847032,103655
2026-05-07 06:00:00,BTC-USD,128919.79071847032,129486.21429335226,126357.15584718071,126720.54769865579,186985
2026-05-07 07:00:00,BTC-USD,126720.54769865579,126989.66746370617,124273.44849993964,124467.6607340117,110316
2026-05-07 08:00:00,BTC-USD,124467.6607340117,124741.02951070147,120794.0135720772,121419.75395206765,193193
2026-05-07 09:00:00,BTC-USD,121419.75395206765,121779.67824556166,120271.8183096755,120853.88933724123,46995
2026-05-07 10:00:00,BTC-USD,120853.88933724123,121499.54877153484,120293.47671549875,120978.8942810613,349874
2026-05-07 11:00:00,BTC-USD,120978.8942810613,123390.8870063568,120528.2790622519,122929.88141281577,231914
2026-05-07 12:00:00,BTC-USD,122929.88141281577,123286.81430626611,121805.89984716159,122439.5211375497,392719
2026-05-07 13:00:00,BTC-USD,122439.5211375497,122859.9257093002,122013.87820641868,122506.63637373413,297878
2026-05-07 14:00:00,BTC-USD,122506.63637373413,123561.60003042927,122423.32908277355,122760.40892483573,149684
2026-05-07 15:00:00,BTC-USD,122760.40892483573,123364.44959833608,122084.16787891535,122764.42451058126,82516
2026-05-07 16:00:00,BTC-USD,122764.42451058126,123231.96618579769,121536.45026797293,121709.17204425392,82035
2026-05-07 17:00:00,BTC-USD,121709.17204425392,124030.10424582427,121199.9863885681,123513.13652956617,131406
2026-05-07 18:00:00,BTC-USD,123513.13652956617,125630.29574858485,122817.57913558008,125326.49229883455,107985
2026-05-07 19:00:00,BTC-USD,125326.49229883455,125764.03110921945,124167.75261492857,124331.17386421036,220566
2026-05-07 20:00:00,BTC-USD,124331.17386421036,125100.92555857294,123936.43762493816,125002.8147147493,138957
2026-05-07 21:00:00,BTC-USD,125002.8147147493,126846.00458325227,124759.5611659997,126658.3130691078,280704
2026-05-07 22:00:00,BTC-USD,126658.3130691078,131359.05191687954,126259.11960189068,130342.68905434434,179599
2026-05-07 23:00:00,BTC-USD,130342.68905434434,133387.01664812307,130257.08491995822,133027.66151466488,171543
2026-05-08 00:00:00,BTC-USD,133027.66151466488,134172.38630171845,132901.15822944988,134037.00344381647,85260
2026-05-08 01:00:00,BTC-USD,134037.00344381647,135553.93539310663,133680.36221118164,135394.184287785,179091
2026-05-08 02:00:00,BTC-USD,135394.184287785,136986.114193361,134825.94604182223,136685.92002646942,109040
2026-05-08 03:00:00,BTC-USD,136685.92002646942,136759.92213749385,135597.51210520885,136377.07638423747,160783
2026-05-08 04:00:00,BTC-USD,136377.07638423747,136670.87456790128,135112.60655387328,135446.8693333389,223068
2026-05-08 05:00:00,BTC-USD,135446.8693333389,135516.0428594931,132848.44302814297,133127.01698189086,508661
2026-05-08 06:00:00,BTC-USD,133127.01698189086,135287.2258642701,132500.1486177483,134918.55874783068,410793
2026-05-08 07:00:00,BTC-USD,134918.55874783068,135204.66811937428,134007.76041203947,134804.27363863954,203288
2026-05-08 08:00:00,BTC-USD,134804.27363863954,136392.2863966825,133777.32288431085,136149.90331998758,351271
2026-05-08 09:00:00,BTC-USD,136149.90331998758,137969.94993599184,135895.92573772286,137332.4122811351,216851
2026-05-08 10:00:00,BTC-USD,137332.4122811351,137887.42387945997,136631.52825076925,137268.164626801,139583
2026-05-08 11:00:00,BTC-USD,137268.164626801,137801.1630399469,134570.11665626618,134734.58436552208,140282
2026-05-08 12:00:00,BTC-USD,134734.58436552208,135028.33564187042,133658.36878841877,133999.10846122587,281426
2026-05-08 13:00:00,BTC-USD,133999.10846122587,135405.64210447323,132960.39823962914,134642.57440219124,164417
2026-05-08 14:00:00,BTC-USD,134642.57440219124,134757.6495811753,131949.36806027216,131963.01689558948,129852
2026-05-08 15:00:00,BTC-USD,131963.01689558948,132551.51288173973,131458.66200654875,132312.65553431827,82482
2026-05-08 16:00:00,BTC-USD,132312.65553431827,133368.39205429953,132015.31128479392,133004.32977628437,157492
2026-05-08 17:00:00,BTC-USD,133004.32977628437,133207.83551640422,132221.38742455098,132358.85736394062,160599
2026-05-08 18:00:00,BTC-USD,132358.85736394062,136551.02643493935,131541.89055171542,135500.46582883073,223599
2026-05-08 19:00:00,BTC-USD,135500.46582883073,136376.15139562494,134225.32401521972,134611.02415748397,157787
2026-05-08 20:00:00,BTC-USD,134611.02415748397,135044.5670349412,134082.20504799084,134344.91441033236,156732
2026-05-08 21:00:00,BTC-USD,134344.91441033236,134627.4695893275,131670.2364944992,132795.45695788143,157736
2026-05-08 22:00:00,BTC-USD,132795.45695788143,133363.51585435437,131983.89570705197,132607.0816758726,98597
2026-05-08 23:00:00,BTC-USD,132607.0816758726,133297.1506315558,131981.06393603102,132464.24187035358,171936
2026-05-09 00:00:00,BTC-USD,132464.24187035358,135301.7411347835,132040.54305131055,135116.1799537044,128794
2026-05-09 01:00:00,BTC-USD,135116.1799537044,137944.85985326243,134928.1441800548,137712.88732027012,128268
2026-05-09 02:00:00,BTC-USD,137712.88732027012,139607.26258021043,136838.62170642897,138988.06226472088,80152
2026-05-09 03:00:00,BTC-USD,138988.06226472088,140737.21204767984,138793.13158653714,140414.80164427572,207483
2026-05-09 04:00:00,BTC-USD,140414.80164427572,140693.4677234883,138742.34072376747,139035.91166246287,82950
2026-05-09 05:00:00,BTC-USD,139035.91166246287,139577.00209019586,137599.9974649997,138117.7732891817,332403
2026-05-09 06:00:00,BTC-USD,138117.7732891817,138211.6927973152,137781.48982718893,137945.00535940914,107610
2026-05-09 07:00:00,BTC-USD,137945.00535940914,138502.9765276067,135884.19282382278,136081.70758255976,66848
2026-05-09 08:00:00,BTC-USD,136081.70758255976,137740.40012420533,135556.9207970105,137365.0396812383,170684
2026-05-09 09:00:00,BTC-USD,137365.0396812383,138975.80921635474,136545.3981545217,138547.52487381853,197055
2026-05-09 10:00:00,BTC-USD,138547.52487381853,139891.4941525387,138478.81491915035,139336.42234961144,151132
2026-05-09 11:00:00,BTC-USD,139336.42234961144,139823.83677889282,138998.90983594826,139035.17938626307,339541
2026-05-09 12:00:00,BTC-USD,139035.17938626307,139348.82941335606,138882.05595114498,139335.8937612449,143403
2026-05-09 13:00:00,BTC-USD,139335.8937612449,139513.70015505454,138858.51459148453,139307.2333857008,121962
2026-05-09 14:00:00,BTC-USD,139307.2333857008,140522.11080398035,138902.18374916952,140345.12162220693,252831
2026-05-09 15:00:00,BTC-USD,140345.12162220693,144871.31221981285,140080.5456161099,144787.09588787443,111532
2026-05-09 16:00:00,BTC-USD,144787.09588787443,146294.19274008664,144521.04336022103,146258.42353631943,160601
2026-05-09 17:00:00,BTC-USD,146258.42353631943,146361.15836332843,144375.7140301216,144644.5366345889,63246
2026-05-09 18:00:00,BTC-USD,144644.5366345889,144935.08674630916,141755.05563502465,142232.35235311853,149702
2026-05-09 19:00:00,BTC-USD,142232.35235311853,142500.73241353914,138609.1415438524,139293.94545014366,209010
2026-05-09 20:00:00,BTC-USD,139293.94545014366,139415.17468415163,138615.49207694255,139244.16825827156,125427
2026-05-09 21:00:00,BTC-USD,139244.16825827156,139393.82135079836,136476.971806747,137366.5616021382,179706
2026-05-09 22:00:00,BTC-USD,137366.5616021382,139604.6623367367,136645.17307974814,139346.92725668396,124159
2026-05-09 23:00:00,BTC-USD,139346.92725668396,140596.48468359484,138474.77977222213,139148.4190759639,129893
2026-05-10 00:00:00,BTC-USD,139148.4190759639,139674.8086690681,138244.50311653982,139065.69973177114,130599
2026-05-10 01:00:00,BTC-USD,139065.69973177114,139389.56422836645,135799.2711008338,136212.9395956543,170978
2026-05-10 02:00:00,BTC-USD,136212.9395956543,138931.985446084,135538.54923201835,138411.55123295213,99160
2026-05-10 03:00:00,BTC-USD,138411.55123295213,141017.98869284382,137739.56560207115,139894.5060437319,182426
2026-05-10 04:00:00,BTC-USD,139894.5060437319,141210.9330702079,139786.12075511718,140189.07508288574,154817
2026-05-10 05:00:00,BTC-USD,140189.07508288574,141668.3241334895,139915.64848469917,140993.58485892173,186893
2026-05-10 06:00:00,BTC-USD,140993.58485892173,141457.3311900241,140170.90424737855,140547.99174085993,97370
2026-05-10 07:00:00,BTC-USD,140547.99174085993,141265.51223979026,140435.6419208622,140531.08446415782,146021
2026-05-10 08:00:00,BTC-USD,140531.08446415782,141726.2455909313,140047.89193804195,141665.0004475714,101006
2026-05-10 09:00:00,BTC-USD,141665.0004475714,144828.79954974505,140552.446736434,143600.90108373304,147468
2026-05-10 10:00:00,BTC-USD,143600.90108373304,145354.28942979366,143134.90838364622,144877.58501387856,326599
2026-05-10 11:00:00,BTC-USD,144877.58501387856,145679.15024754198,142168.31032246907,142579.28907953663,306766
2026-05-10 12:00:00,BTC-USD,142579.28907953663,143086.89735579398,142056.71646535615,142888.91230600368,226655
2026-05-10 13:00:00,BTC-USD,142888.91230600368,143529.75472236038,142639.1454053251,142933.53722149337,62302
2026-05-10 14:00:00,BTC-USD,142933.53722149337,145130.3637948122,142453.90542426243,144454.60754346018,167843
2026-05-10 15:00:00,BTC-USD,144454.60754346018,146500.33080466927,144266.19276353568,146222.07839855156,149515
2026-05-10 16:00:00,BTC-USD,146222.07839855156,148322.00679880253,145365.1597026733,148273.21438828393,122068
2026-05-10 17:00:00,BTC-USD,148273.21438828393,149166.43423650356,145867.8995627695,146272.70397191582,90662
2026-05-10 18:00:00,BTC-USD,146272.70397191582,147038.3722196847,144742.21939796294,145595.55173263524,134296
2026-05-10 19:00:00,BTC-USD,145595.55173263524,146941.57329765122,145384.0164774712,146252.16936571788,190949
2026-05-10 20:00:00,BTC-USD,146252.16936571788,146502.77851493983,145870.8552942703,146136.6552123571,167739
2026-05-10 21:00:00,BTC-USD,146136.6552123571,146376.73203319014,145834.46722184078,146123.46022706703,268606
2026-05-10 22:00:00,BTC-USD,146123.46022706703,147177.1716261093,145263.6152309254,146426.8472978304,212135
2026-05-10 23:00:00,BTC-USD,146426.8472978304,150492.59281659138,145703.47187264005,150339.35637214707,141045
2026-05-11 00:00:00,BTC-USD,150339.35637214707,154689.0338891858,150085.26679809997,153601.3739140728,105241
2026-05-11 01:00:00,BTC-USD,153601.3739140728,155489.27519664506,152869.0403309434,154731.75782277994,157646
2026-05-11 02:00:00,BTC-USD,154731.75782277994,156185.83133300216,154296.48052951816,155475.73455953476,258405
2026-05-11 03:00:00,BTC-USD,155475.73455953476,156178.65659444747,151073.95063825877,151152.2888989022,250547
2026-05-11 04:00:00,BTC-USD,151152.2888989022,151283.32441271434,150039.4496577034,150626.49611828575,108001
2026-05-11 05:00:00,BTC-USD,150626.49611828575,150741.19916726652,148422.92669800337,148859.9648755713,203530
2026-05-11 06:00:00,BTC-USD,148859.9648755713,150966.60076881797,148039.0241260865,150566.1170109575,164075
2026-05-11 07:00:00,BTC-USD,150566.1170109575,151225.07731219914,149436.33795406634,150268.8488142573,139574
2026-05-11 08:00:00,BTC-USD,150268.8488142573,150661.65228061026,149216.0205964043,149694.84138777605,108533
2026-05-11 09:00:00,BTC-USD,149694.84138777605,151710.3214574948,149079.61590382108,151401.6110164081,112256
2026-05-11 10:00:00,BTC-USD,151401.6110164081,152504.52351875824,151100.2666058719,151906.04057015764,404092
2026-05-11 11:00:00,BTC-USD,151906.04057015764,153535.81973053672,151100.64485736054,152428.4832871429,120810
2026-05-11 12:00:00,BTC-USD,152428.4832871429,153045.30724104992,151092.0418743793,151569.0013413481,166417
2026-05-11 13:00:00,BTC-USD,151569.0013413481,151772.1558297779,150512.02604641518,150883.04166036705,59984
