date,ticker,open,high,low,close,volume
2025-07-04,NVDA,850.5404966677874,875.2856290613374,839.9370063613924,869.2477363971211,3211133
2025-07-07,NVDA,869.0848942940784,870.1165648334627,820.7432040667359,824.1834956993372,4494620
2025-07-08,NVDA,809.9797736944614,816.9221290637993,778.5854589250259,781.09446475247,1889383
2025-07-09,NVDA,783.3637608400508,804.2678103492734,782.5623057169717,802.5081766674358,5340480
2025-07-10,NVDA,822.9034600125074,829.6850122485747,806.7636551191879,813.3253608698863,3416003
2025-07-11,NVDA,818.7482691032684,847.0565303595283,816.1122180874656,836.4537540619956,3445510
2025-07-14,NVDA,843.5094241249168,855.31124312971,822.6206040800344,825.5536730277836,3111128
2025-07-15,NVDA,823.3895203981892,845.0077664652626,818.4413784626245,835.7496498607102,2689525
2025-07-16,NVDA,815.0644581284017,817.4498286897168,814.1522645725106,816.7469403864752,3601048
2025-07-17,NVDA,814.6119799910712,848.1396553208139,809.9717526529244,847.713825925941,6150998
2025-07-18,NVDA,839.4801521271024,847.0177837881422,819.222372414651,823.1888867030133,5049542
2025-07-21,NVDA,829.3499716876621,829.7477141600594,819.8275549203486,824.722736747389,3081894
2025-07-22,NVDA,810.9687547526108,818.8005461675772,791.2508413481232,794.5308665454769,2955164
2025-07-23,NVDA,804.0908217477104,809.0471854480305,792.3393458360146,793.9129392474237,2381383
2025-07-24,NVDA,796.3060001775839,841.2660277426239,796.241612279619,832.8605008907057,3076292
2025-07-25,NVDA,833.3782010341935,854.2692598471427,829.2120700296217,846.7110034480473,4082641
2025-07-28,NVDA,853.7354749836342,862.5324030276778,850.6914499069368,852.9426361653951,1576418
2025-07-29,NVDA,863.7486241343191,882.7373341306981,860.3634877536847,882.2462077562373,4314483
2025-07-30,NVDA,899.1626978949151,918.525305589259,895.5503019089034,910.5546858815102,3005303
2025-07-31,NVDA,907.6480525114658,968.1832252488489,892.2845691213148,967.6159076852118,9167373
2025-08-01,NVDA,958.1115930876825,1015.630795719186,949.0944783121698,1005.0177051725062,4996903
2025-08-04,NVDA,1011.8290038171065,1057.93859263365,1002.3210151263139,1047.519188899783,4929202
2025-08-05,NVDA,1048.4535321870794,1051.634165786445,989.3230662648092,990.1407427491062,8469916
2025-08-06,NVDA,1004.4961528262965,1054.9090129326396,991.2334546404986,1047.2004258505272,4796300
2025-08-07,NVDA,1034.9861998792935,1064.9799484265645,1028.442956799558,1056.4048074613013,2217798
2025-08-08,NVDA,1055.5063893860467,1073.5808922810875,1044.1394956805568,1057.1038225168245,3299513
2025-08-11,NVDA,1057.6023513050538,1073.2029306489196,1057.3622174589536,1067.950969826514,3355212
2025-08-12,NVDA,1053.7080291077712,1062.9032294458514,1036.4598549064108,1044.9097736402214,2051079
2025-08-13,NVDA,1056.00756681093,1068.309203055637,1031.244039008271,1043.2108460621805,3356948
2025-08-14,NVDA,1031.1518981094894,1039.2339561735125,1009.2378701420988,1017.4002965584726,6145079
2025-08-15,NVDA,1015.9653154985436,1056.2232279389314,1011.5985968562716,1055.5521451594796,4585415
2025-08-18,NVDA,1049.0455065946114,1058.8786496817206,1045.5708314437923,1051.154014191856,2711375
2025-08-19,NVDA,1046.646748972889,1071.8175465502593,1038.8418119333212,1064.0479851288012,2409212
2025-08-20,NVDA,1080.3665307926174,1080.5801812701438,1044.5554159873595,1050.1092587518738,1882321
2025-08-21,NVDA,1050.4555682976609,1059.162904374283,1037.350421731777,1053.502706028505,1315900
2025-08-22,NVDA,1071.0491526513993,1071.0650371094314,1065.023835772479,1069.2735193122496,2812547
2025-08-25,NVDA,1065.5523105407417,1080.057945696215,1024.6819868004707,1041.1312309931536,3518334
2025-08-26,NVDA,1041.526321993446,1123.9909168778208,1035.795420058395,1106.9951987695588,5154551
2025-08-27,NVDA,1144.5309402165008,1156.5945134811057,1119.986983462562,1122.487799294359,5102671
2025-08-28,NVDA,1116.623920840932,1128.7346831017862,1105.2158316398406,1112.0726377682595,3871315
2025-08-29,NVDA,1116.0652232128718,1125.2911594011086,1110.2990361026166,1115.1280874773506,4218721
2025-09-01,NVDA,1097.9723725268802,1104.2181591246988,1075.6695839624551,1082.650404078517,3162016
2025-09-02,NVDA,1067.1506015588839,1118.197392249535,1064.0764914691572,1113.931443256101,3959539
2025-09-03,NVDA,1101.9557243438683,1137.5436654982689,1094.9737189554924,1126.4338278178197,1837291
2025-09-04,NVDA,1126.285807889389,1131.7162035152312,1052.6587158076916,1058.425468714996,4800702
2025-09-05,NVDA,1069.1243111947963,1069.2035409987188,1068.2317968979332,1068.4994722164595,2399378
2025-09-08,NVDA,1082.6885454646836,1086.6939766361966,1072.899727993336,1080.835654806855,1966853
2025-09-09,NVDA,1074.405646622102,1078.5119469170947,1047.9655119666736,1054.5095514765464,3502248
2025-09-10,NVDA,1046.9056399479657,1093.874502353026,1037.9504060970235,1092.3441599908851,2458011
2025-09-11,NVDA,1093.5390759517582,1114.2574367308302,1077.7146842343502,1108.4782302309663,2939978
2025-09-12,NVDA,1105.8127811229263,1185.0692132998392,1098.7655419491762,1184.1091915944378,3467274
2025-09-15,NVDA,1189.1239199135568,1199.7821618388484,1155.2410662662649,1158.3474904397183,5422408
2025-09-16,NVDA,1176.0940134821635,1214.5399773705713,1160.485340888771,1203.9171682811148,2225174
2025-09-17,NVDA,1192.7832748082856,1202.3648584630682,1189.261855538423,1194.4387169104716,3278592
2025-09-18,NVDA,1192.2763713545178,1279.542071996793,1186.5996690403053,1269.126487524551,5035999
2025-09-19,NVDA,1275.195606960511,1290.7720875360753,1253.4776218498735,1272.289828158126,3715824
2025-09-22,NVDA,1256.6713405994594,1306.4048773718,1242.8292601697997,1299.2184789653024,5175853
2025-09-23,NVDA,1311.5024193590507,1322.8041897481983,1294.745758914721,1311.004354272562,3879959
2025-09-24,NVDA,1315.7007740078534,1328.37075756974,1288.649943642462,1299.0973589907157,977932
2025-09-25,NVDA,1305.3575338851942,1316.5141938514516,1230.1933661400265,1230.4389865683138,3625111
2025-09-26,NVDA,1224.086244759665,1310.3543279181356,1216.754260975721,1287.2327423200036,5163276
2025-09-29,NVDA,1289.031807857027,1357.6823431842017,1282.0519752788396,1356.7947749382633,4624281
2025-09-30,NVDA,1353.0922510165901,1355.85478120987,1286.4457098247565,1300.6618239494949,4404005
2025-10-01,NVDA,1299.1886849249186,1308.5298309100463,1279.881879174739,1291.8830538280527,2428268
2025-10-02,NVDA,1307.1056283165283,1312.0737669055143,1249.8464760075015,1251.7948836787275,4766267
2025-10-03,NVDA,1231.356040719763,1282.433146889037,1219.137159492442,1273.2354183893622,4237349
2025-10-06,NVDA,1254.163790094548,1312.0230859137837,1248.6629926579537,1301.9130185361782,3258236
2025-10-07,NVDA,1322.4558104661571,1362.057896489127,1305.2476072869888,1341.175824279235,3904818
2025-10-08,NVDA,1352.1458967820765,1368.4333867743667,1343.0900226806873,1359.3984408474537,4835516
2025-10-09,NVDA,1348.8235979222613,1365.0997025799215,1336.1704788603006,1359.94621769094,3282993
2025-10-10,NVDA,1369.666449488125,1383.3921294988072,1355.9241428594055,1377.8794466720394,4126280
2025-10-13,NVDA,1399.0775493665687,1403.735584108349,1322.85247596918,1326.6030150654017,2942698
2025-10-14,NVDA,1327.3412900716635,1333.3667080343948,1280.9024283015938,1286.3095111624905,5047549
2025-10-15,NVDA,1290.6458885704094,1313.9260861424414,1278.6608842999854,1303.257940148947,1727923
2025-10-16,NVDA,1272.949928653069,1299.0514443295478,1265.3436826366835,1291.0568079406444,5066497
2025-10-17,NVDA,1293.8492784102627,1347.5663362882042,1282.7383141777743,1343.0919495770536,3593736
2025-10-20,NVDA,1357.2196482276731,1361.3255355570645,1332.2602599270426,1346.1212063749329,4218428
2025-10-21,NVDA,1360.104988121679,1373.3329437617356,1299.5291727540282,1308.0887887427773,3069316
2025-10-22,NVDA,1300.5868112603944,1312.154018542999,1273.9801565092725,1275.132024633077,4577883
2025-10-23,NVDA,1272.356404502522,1280.7346017176524,1204.0254856003633,1227.3959565573164,2623214
2025-10-24,NVDA,1229.3577269365035,1298.587560581835,1221.205623658668,1288.034798518309,5329232
2025-10-27,NVDA,1308.0120489984056,1312.675749256844,1269.197300366317,1284.6628221570707,2663625
2025-10-28,NVDA,1269.9736441552377,1295.970255204055,1252.565685608806,1285.1406408228142,3191164
2025-10-29,NVDA,1269.8612855354638,1286.11433203778,1266.6931051620447,1279.9996382806687,2450969
2025-10-30,NVDA,1298.008560051297,1397.7584420566945,1294.2812684862984,1369.032769569132,8408614
2025-10-31,NVDA,1366.8240977321611,1394.3477637850826,1358.1717987887516,1382.8601092058166,3672343
2025-11-03,NVDA,1362.2372817196176,1371.025548359731,1349.317860514109,1367.9713229085469,3222857
2025-11-04,NVDA,1368.0954344119136,1382.104237343082,1335.6598397987007,1345.0238162909566,2947026
2025-11-05,NVDA,1367.6802654840415,1412.998400359976,1352.3719952528054,1400.8979544635513,6726839
2025-11-06,NVDA,1410.074384128136,1468.1521017040075,1397.7058841544751,1454.7809420209533,2911578
2025-11-07,NVDA,1433.7418772089995,1493.374596942562,1415.1715548663683,1490.7476964030282,5254267
2025-11-10,NVDA,1486.4277181453904,1565.3586105277077,1479.415245245577,1565.1311544722114,4740214
2025-11-11,NVDA,1584.0576465950815,1590.50986885217,1560.2981733518418,1572.687042552954,2402149
2025-11-12,NVDA,1572.7391895033334,1602.1664090789056,1565.2808774592625,1598.9668834937768,3474664
2025-11-13,NVDA,1629.1782540084728,1638.0979310730354,1581.3552730238434,1588.8214959589006,1648548
2025-11-14,NVDA,1584.3630776997884,1588.073844662649,1526.3300654020386,1547.0122377941827,3735227
2025-11-17,NVDA,1548.0304545835645,1624.360666218991,1539.4753897510914,1614.3540146262574,4413285
2025-11-18,NVDA,1574.4108371425139,1714.8382369661608,1569.525300348109,1706.8588244916766,4791876
2025-11-19,NVDA,1715.4720837845537,1755.3854371221632,1695.8558325729773,1748.477746259342,5602762
2025-11-20,NVDA,1766.4317232487958,1779.598896215062,1757.499564064563,1762.7975177798373,4446810
2025-11-21,NVDA,1762.822711150856,1797.6591032456715,1750.3572311494033,1773.0915852840292,2083311
2025-11-24,NVDA,1766.221245044359,1774.4202026020778,1706.3301533172926,1709.816589237577,2976726
2025-11-25,NVDA,1754.635197018094,1782.0238073333283,1660.3090253162316,1666.6489631481286,3459768
2025-11-26,NVDA,1632.7270050174268,1641.505588718461,1608.1007972195625,1609.1920269518637,4048563
2025-11-27,NVDA,1596.1129525726228,1606.954833658278,1518.3197540640817,1530.491936813453,5263568
2025-11-28,NVDA,1544.4448927439275,1547.1201868047606,1455.5647207873787,1469.3401404952174,4297909
2025-12-01,NVDA,1464.3843860453658,1476.0242014768662,1394.9524249321623,1408.0034179776828,4150762
2025-12-02,NVDA,1423.1349231424658,1487.1131606051451,1408.902649350475,1480.2578230727067,9072850
2025-12-03,NVDA,1460.8684211492948,1578.1958797504133,1440.5337654836746,1576.5271414200986,3431468
2025-12-04,NVDA,1568.3511601609391,1581.276270041025,1505.1783647175826,1513.4324500924422,3436842
2025-12-05,NVDA,1501.9329937864604,1503.8994475911218,1457.2942321918738,1484.2613441570763,4187167
2025-12-08,NVDA,1476.5182105013203,1537.4545318878709,1473.2781702925472,1529.792975201733,1609392
2025-12-09,NVDA,1500.247676669434,1509.2474326674467,1465.3032355613007,1465.853293877187,6935710
2025-12-10,NVDA,1486.0322500580621,1498.2056881636727,1452.214207179773,1467.14037556361,2401696
2025-12-11,NVDA,1478.5443870308993,1499.4860364940228,1465.2608259124916,1495.113505618163,4593379
2025-12-12,NVDA,1477.2077323192818,1477.6735714077047,1462.7468691949998,1472.2596732123022,4113647
2025-12-15,NVDA,1472.6771721555876,1485.994391823137,1424.9361727019152,1438.3081482154976,6665579
2025-12-16,NVDA,1422.9463815331285,1522.8649364214382,1418.4383090883919,1500.3903989104876,6339609
2025-12-17,NVDA,1493.7942925600476,1512.592950593146,1486.1983645975781,1507.1055042193857,1961841
2025-12-18,NVDA,1531.4891475509496,1559.9469908276196,1519.833733118731,1557.2221509611975,3210694
2025-12-19,NVDA,1570.0867942535847,1579.1846034671391,1506.1180008831873,1529.485670922492,3154783
2025-12-22,NVDA,1531.0749233947545,1598.1199161323364,1525.539843859409,1581.9145471960767,4093850
2025-12-23,NVDA,1567.8071241319558,1594.762591868125,1552.9631345956682,1579.706251219497,4068764
2025-12-24,NVDA,1604.128001008142,1667.6787380730307,1591.311640096273,1661.0341116422094,3710399
2025-12-25,NVDA,1650.407932512342,1690.4881660484782,1637.3041499179822,1666.0958973551292,3102678
2025-12-26,NVDA,1627.5203941125055,1741.7861358474754,1610.8473056582666,1733.5657740975034,4420644
2025-12-29,NVDA,1709.0388952963374,1761.737910057709,1680.5229258740628,1751.4462596781325,4722062
2025-12-30,NVDA,1743.2438135058621,1771.8617063833688,1733.907484130483,1764.986006674857,3798747
2025-12-31,NVDA,1735.3225819889626,1821.289911751994,1735.0221200719993,1816.797981861423,2879339
2025-01-02,TSLA,239.0420838403246,248.03350781340583,236.5566466641045,245.6791049499978,3060370
2025-01-03,TSLA,242.82311386109376,246.0264188834847,222.2774565568985,224.56917752133322,4884388
2025-01-06,TSLA,226.67713058165816,227.14450148647086,213.69580137091756,215.49657663078003,5272231
2025-01-07,TSLA,214.98635486608356,231.4207943792793,214.41388412059624,229.54003693314567,7543813
2025-01-08,TSLA,228.03835573190264,229.37699132138363,222.93973319550548,223.6367699487855,4270173
2025-01-09,TSLA,224.40106231323517,232.16706097363084,223.2167230728581,231.4106791726363,5417133
2025-01-10,TSLA,228.50903528519535,231.0484952748053,214.7690016061457,216.40841583051534,5734454
2025-01-13,TSLA,217.591401416693,232.95697505922433,212.84514931897596,230.68754479946188,4634484
2025-01-14,TSLA,231.83889664196153,233.82361866450051,223.7959223078849,224.45300703758778,2770111
2025-01-15,TSLA,225.30888536811167,243.2204593842423,222.75322318226097,242.8008181653707,5204163
2025-01-16,TSLA,244.3935551542561,244.76893874217822,238.92965468020196,240.87034512945112,6791619
2025-01-17,TSLA,239.8131311711821,245.76253596623752,238.94828104829514,245.01722154354636,3402931
2025-01-20,TSLA,247.636529182754,248.6544110132128,239.32898562280772,241.9978183001254,3144399
2025-01-21,TSLA,238.8159844524011,248.78278528333328,235.64780289987633,245.40833529789253,5089483
2025-01-22,TSLA,247.782189552351,249.8540586567155,231.8359842420031,232.61853212273977,4592749
2025-01-23,TSLA,234.1276552854488,237.4543939938083,232.32514160256648,235.7958005227963,6073622
2025-01-24,TSLA,227.90867281314573,247.14729397491948,226.76011892639522,246.1262943972087,2391024
2025-01-27,TSLA,249.71206916697835,249.7965498849439,245.19117569478811,247.1591405112862,2452164
2025-01-28,TSLA,251.41923948749982,252.13203298978019,239.46841850677427,241.56916179823097,2005452
2025-01-29,TSLA,243.26762133851327,258.8033508216457,240.99127993281425,257.5323212746394,3050900
2025-01-30,TSLA,256.5588948429083,269.71400217135346,255.75535009762746,268.42299640536294,3570365
