date,ticker,open,high,low,close,volume,amount
2024-02-15,0700.HK,408.42,417.56,399.56,411.75,54820090,22572278735.17
2024-02-16,0700.HK,421.26,427.22,414.24,418.25,53063592,22193806781.31
2024-02-19,0700.HK,418.16,419.65,408.39,418.12,53916974,22543693783.24
2024-02-20,0700.HK,412.1,414.57,408.18,411.51,42021820,17292544799.01
2024-02-21,0700.HK,412.26,416.43,398.28,406.99,78521796,31957483638.73
2024-02-22,0700.HK,400.48,411.27,393.45,405.65,50064953,20308621798.99
2024-02-23,0700.HK,398.65,405.91,389.24,399.15,66659544,26607228300.15
2024-02-26,0700.HK,397.63,410.7,390.14,401.39,60269374,24191756170.22
2024-02-27,0700.HK,391.14,398.98,384.83,388.34,64313595,24975684213.24
2024-02-28,0700.HK,397.65,402.8,395.03,398.55,59858950,23857037002.1
2024-02-29,0700.HK,402.67,411.24,394.65,403.81,45654406,18435635558.17
2024-03-01,0700.HK,390.16,397.16,381.02,394.43,46563085,18365906322.68
2024-03-04,0700.HK,389.19,393.13,382.34,388.91,56462092,21958421717.91
2024-03-05,0700.HK,394.53,401.19,385.15,390.36,52807644,20613990078.2
2024-03-06,0700.HK,383.62,391.08,379.4,381.61,50418263,19240243564.74
2024-03-07,0700.HK,397.84,403.99,392.6,394.55,65427496,25814634617.36
2024-03-08,0700.HK,381.36,391.97,376.11,384.4,54564291,20974391972.71
2024-03-11,0700.HK,393.7,400.84,384.19,392.58,44933000,17639717295.28
2024-03-12,0700.HK,402.82,412.09,391.36,400.75,49533950,19850939176.94
2024-03-13,0700.HK,411.26,420.87,402.92,410.54,45068555,18502568918.06
2024-03-14,0700.HK,410.29,412.4,402.56,409.52,59393998,24323193317.91
2024-03-15,0700.HK,407.68,414.93,397.42,406.98,61760246,25135433187.0
2024-03-18,0700.HK,408.6,411.57,406.3,408.69,50518296,20646183282.6
2024-03-19,0700.HK,403.31,413.2,400.97,404.76,67602337,27362533544.6
2024-03-20,0700.HK,413.52,419.39,401.13,408.57,58498099,23900677789.04
2024-03-21,0700.HK,394.88,403.42,385.91,391.25,45652399,17861402514.6
2024-03-22,0700.HK,396.03,403.33,393.36,398.47,60297794,24026658746.38
2024-03-25,0700.HK,392.74,399.13,381.11,389.41,71594837,27879447483.44
2024-03-26,0700.HK,404.78,410.36,402.05,405.73,64604633,26212015922.75
2024-03-27,0700.HK,411.62,414.7,398.86,407.47,68322700,27839298206.71
2024-03-28,0700.HK,408.56,416.11,400.32,407.37,62555465,25483000829.42
2024-03-29,0700.HK,401.18,406.7,391.89,400.83,65021599,26062326373.7
2024-04-01,0700.HK,416.52,419.69,407.72,414.5,54105045,22426718228.13
2024-04-02,0700.HK,403.0,406.79,394.82,400.22,71626131,28666381573.04
2024-04-03,0700.HK,403.16,409.53,398.69,400.99,52528801,21063269164.68
2024-04-04,0700.HK,412.47,421.04,408.06,412.49,56488099,23300727859.25
2024-04-05,0700.HK,423.6,433.66,417.01,425.9,55516746,23644648463.96
2024-04-08,0700.HK,429.29,435.54,420.22,429.06,53801326,23083981519.84
2024-04-09,0700.HK,434.89,444.34,425.6,435.31,53343343,23220697556.07
2024-04-10,0700.HK,456.1,461.57,444.69,449.51,61729439,27747865607.51
2024-04-11,0700.HK,452.38,459.08,445.26,449.04,50958636,22882661732.12
2024-04-12,0700.HK,448.3,452.25,441.43,445.18,57910699,25780731274.6
2024-04-15,0700.HK,441.7,451.37,432.7,441.49,56385670,24893534305.42
2024-04-16,0700.HK,449.09,452.06,438.05,446.48,47492689,21204360985.16
2024-04-17,0700.HK,456.47,464.96,445.42,455.07,54029136,24586867113.48
2024-04-18,0700.HK,461.99,464.0,460.12,461.53,55853778,25778135098.24
2024-04-19,0700.HK,471.38,472.91,461.96,470.78,55234410,26003072241.39
2024-04-22,0700.HK,483.42,488.73,474.05,480.87,51971989,24991693527.15
2024-04-23,0700.HK,468.34,477.28,461.77,470.05,57295286,26931453076.93
2024-04-24,0700.HK,471.8,476.49,459.57,470.64,71796437,33790245540.41
2024-04-25,0700.HK,473.06,482.45,463.02,473.3,54891960,25980627119.74
2024-04-26,0700.HK,464.12,466.34,454.04,464.72,51255969,23819804509.07
2024-04-29,0700.HK,462.96,465.7,455.26,463.72,63822461,29595619626.33
2024-04-30,0700.HK,457.56,459.0,454.86,457.54,68267595,31235440497.02
2024-05-01,0700.HK,444.42,446.19,435.35,443.64,45344049,20116374243.62
2024-05-02,0700.HK,439.67,443.23,433.44,436.5,46822831,20437992331.17
2024-05-03,0700.HK,451.1,456.33,439.9,446.18,50144609,22373553835.94
2024-05-06,0700.HK,448.23,454.07,440.32,448.62,71707757,32169651158.39
2024-05-07,0700.HK,441.66,443.09,436.9,441.05,58611910,25850974781.17
2024-05-08,0700.HK,443.24,449.93,433.08,443.76,65867519,29229234855.52
2024-05-09,0700.HK,438.18,443.35,435.73,437.42,47926749,20964190218.35
2024-05-10,0700.HK,429.06,439.77,420.74,431.03,51310185,22116218368.11
2024-05-13,0700.HK,421.56,432.82,418.44,423.14,56097615,23737377052.47
2024-05-14,0700.HK,432.35,440.71,427.28,431.59,60351173,26046662362.72
2024-05-15,0700.HK,431.41,438.35,424.16,431.46,47288414,20403154422.46
2024-05-16,0700.HK,425.81,429.62,420.46,427.8,57339406,24529833520.3
2024-05-17,0700.HK,431.49,439.01,420.87,429.74,53682312,23069462117.46
2024-05-20,0700.HK,424.93,429.23,412.11,420.74,51666944,21738113410.06
2024-05-21,0700.HK,424.5,428.86,420.38,423.54,49016157,20760112924.88
2024-05-22,0700.HK,429.82,442.05,426.24,432.71,66558785,28800501179.62
2024-05-23,0700.HK,430.84,437.43,422.02,431.14,60973453,26288326505.12
2024-05-24,0700.HK,430.46,432.57,423.4,428.84,52068592,22329278304.78
2024-05-27,0700.HK,431.07,440.5,428.67,433.88,56827661,24656217231.58
2024-05-28,0700.HK,426.01,438.35,422.5,430.13,64516270,27750692743.55
2024-05-29,0700.HK,429.87,433.13,427.89,429.74,55030332,23648691786.34
2024-05-30,0700.HK,423.65,427.02,420.7,425.73,44566717,18973569343.2
2024-05-31,0700.HK,421.69,425.81,417.5,419.43,52611438,22066589808.76
2024-06-03,0700.HK,420.58,427.57,417.9,419.36,53094732,22265592123.51
2024-06-04,0700.HK,427.21,431.4,418.61,425.36,66240976,28176447541.57
2024-06-05,0700.HK,419.57,428.58,414.67,421.09,55360757,23311908533.89
2024-06-06,0700.HK,412.97,418.25,406.67,415.4,52971220,22004075423.64
2024-06-07,0700.HK,421.26,430.13,411.24,420.29,57616670,24215480200.15
2024-06-10,0700.HK,412.54,425.94,408.42,417.77,63866942,26681911922.28
2024-06-11,0700.HK,421.61,431.05,417.31,425.19,49610651,21093956098.52
2024-06-12,0700.HK,422.62,430.82,414.76,418.96,50272471,21062179804.99
2024-06-13,0700.HK,419.04,427.81,411.97,422.38,61925940,26156396611.3
2024-06-14,0700.HK,423.69,432.86,421.62,426.77,46463111,19829251622.34
2024-06-17,0700.HK,428.07,437.29,418.39,433.32,66764270,28930267059.28
2024-06-18,0700.HK,432.14,436.15,426.56,430.54,57084578,24577220147.64
2024-06-19,0700.HK,413.36,424.06,411.07,418.34,60772528,25423658857.28
2024-06-20,0700.HK,440.49,442.97,435.49,438.78,57864169,25389567545.15
2024-06-21,0700.HK,432.04,440.38,427.99,435.56,63033891,27455069807.24
2024-06-24,0700.HK,435.71,440.08,429.61,432.19,44031256,19030015504.71
2024-06-25,0700.HK,444.39,451.47,441.18,447.01,48369441,21621449004.87
2024-06-26,0700.HK,441.33,447.79,431.7,443.16,45737633,20269288129.45
2024-06-27,0700.HK,438.73,446.54,428.41,437.06,54787668,23945618642.53
2024-06-28,0700.HK,440.14,446.03,438.18,439.63,50802719,22334366586.16
2024-07-01,0700.HK,450.64,460.13,439.33,447.84,49264592,22062887811.95
2024-07-02,0700.HK,451.03,453.77,446.28,451.08,55672656,25112934534.16
2024-07-03,0700.HK,457.91,463.84,447.41,459.06,53255020,24447285314.98
2024-07-04,0700.HK,454.95,463.43,450.0,459.99,54698981,25160823273.7
2024-07-05,0700.HK,459.47,461.22,454.73,457.5,62187224,28450717289.47
2024-07-08,0700.HK,472.12,483.36,459.46,467.45,56179333,26261216760.43
2024-07-09,0700.HK,467.67,477.81,461.98,469.78,55449635,26048900467.91
2024-07-10,0700.HK,467.18,470.74,460.53,466.26,57983170,27035110664.35
2024-07-11,0700.HK,454.28,463.41,445.87,456.79,56761126,25928150809.67
2024-07-12,0700.HK,462.06,468.42,457.42,464.42,53844422,25006506951.8
2024-07-15,0700.HK,457.98,468.32,448.73,460.43,50171679,23100382563.25
2024-07-16,0700.HK,460.42,473.39,454.82,465.15,49990466,23253088689.7
2024-07-17,0700.HK,466.48,478.18,455.39,469.09,71984158,33767106853.56
2024-07-18,0700.HK,460.04,469.16,458.21,462.01,42454584,19614622878.99
2024-07-19,0700.HK,469.81,476.09,461.4,468.47,67774209,31749931072.67
2024-07-22,0700.HK,467.65,473.59,464.24,469.99,56174636,26401263892.21
2024-07-23,0700.HK,483.14,489.73,480.01,483.37,51589063,24936810699.46
2024-07-24,0700.HK,482.96,485.07,479.22,480.88,50068905,24077202764.94
2024-07-25,0700.HK,476.32,483.41,464.46,471.98,48629273,22951862748.97
2024-07-26,0700.HK,475.12,480.56,464.65,474.76,63371155,30085911345.56
2024-07-29,0700.HK,492.08,497.14,485.96,494.24,55327493,27344924139.84
2024-07-30,0700.HK,525.82,528.81,520.18,522.43,55346228,28914505268.86
2024-07-31,0700.HK,517.74,525.51,506.53,515.26,70545363,36348922811.77
2024-08-01,0700.HK,516.27,522.51,508.6,515.91,50521332,26064503181.76
2024-08-02,0700.HK,521.87,534.6,510.87,528.19,47902254,25301499519.22
2024-08-05,0700.HK,523.55,527.44,512.51,523.65,48773140,25539933311.02
2024-08-06,0700.HK,520.8,532.04,508.34,519.1,52529133,27267639564.77
2024-08-07,0700.HK,521.14,532.89,515.29,522.31,52357383,27346957411.61
2024-08-08,0700.HK,529.59,536.56,521.79,525.24,60756153,31911455914.73
2024-08-09,0700.HK,508.44,520.21,504.51,510.72,54989566,28084523558.19
2024-08-12,0700.HK,513.23,517.98,494.76,505.95,52825013,26726976167.82
2024-08-13,0700.HK,484.36,493.1,478.85,485.69,75022730,36437850194.97
2024-08-14,0700.HK,485.85,497.64,483.91,487.11,53539970,26079906595.29
2024-08-15,0700.HK,488.31,494.97,479.93,487.1,60725566,29579696960.01
2024-08-16,0700.HK,496.09,497.94,481.59,493.39,47173327,23274654019.38
2024-08-19,0700.HK,474.12,485.05,470.22,474.91,56609661,26884678345.02
2024-08-20,0700.HK,464.84,477.3,460.44,469.52,42647118,20023611380.49
2024-08-21,0700.HK,469.38,477.22,460.56,469.51,55918819,26254713962.02
2024-08-22,0700.HK,473.64,481.59,464.26,472.41,50723939,23962546268.71
2024-08-23,0700.HK,489.56,499.7,485.73,489.26,58568005,28654959144.94
2024-08-26,0700.HK,492.86,498.94,489.2,491.52,54923954,26995981925.85
2024-08-27,0700.HK,485.72,489.0,479.51,483.96,51511311,24929458517.98
2024-08-28,0700.HK,489.38,496.5,484.59,489.32,54196569,26519646658.55
2024-08-29,0700.HK,494.4,508.33,485.0,499.38,66965130,33441308121.15
2024-08-30,0700.HK,492.14,505.33,480.9,494.75,53002780,26223357922.29
2024-09-02,0700.HK,497.49,505.46,488.91,497.89,55046303,27407001587.95
2024-09-03,0700.HK,493.95,504.49,488.97,495.33,46019295,22794748476.84
2024-09-04,0700.HK,506.67,516.84,502.69,505.94,58371792,29532655360.8
2024-09-05,0700.HK,500.2,510.51,493.62,504.29,61281684,30903697014.93
2024-09-06,0700.HK,508.13,514.43,495.9,504.71,53506913,27005230591.95
2024-09-09,0700.HK,503.17,508.82,500.35,502.35,68127262,34223471941.69
2024-09-10,0700.HK,498.76,508.8,489.08,503.25,59828784,30109081934.08
2024-09-11,0700.HK,501.07,505.62,491.19,503.05,50907548,25608971635.52
2024-09-12,0700.HK,517.25,526.09,509.72,519.77,52015905,27036314624.36
2024-09-13,0700.HK,528.14,532.22,521.29,527.88,50483795,26649163663.05
2024-09-16,0700.HK,514.85,526.8,503.29,511.37,54124580,27677520523.07
2024-09-17,0700.HK,490.3,492.24,482.71,490.03,60789794,29788853974.01
2024-09-18,0700.HK,503.24,508.09,489.93,501.42,54722487,27438771549.03
2024-09-19,0700.HK,506.53,510.71,499.31,505.14,62161153,31400374931.34
2024-09-20,0700.HK,496.79,505.21,493.18,499.05,59960554,29923182178.03
2024-09-23,0700.HK,494.57,499.8,483.99,496.1,56531260,28045397073.86
2024-09-24,0700.HK,497.08,499.19,488.8,495.53,52058294,25796294832.68
2024-09-25,0700.HK,500.66,507.28,489.06,500.55,67267668,33671115203.34
2024-09-26,0700.HK,533.39,543.36,526.39,529.38,53126142,28123853000.24
2024-09-27,0700.HK,523.32,533.78,516.4,524.69,61576200,32308696527.41
2024-09-30,0700.HK,517.36,524.9,504.04,516.18,51215516,26436200667.89
2024-10-01,0700.HK,515.5,523.45,506.38,511.39,60485553,30931491223.21
2024-10-02,0700.HK,512.66,517.84,506.86,514.44,57105980,29377793772.28
2024-10-03,0700.HK,524.08,527.02,509.05,520.01,60552322,31487776477.26
2024-10-04,0700.HK,534.4,545.47,520.93,531.75,51687641,27484873956.0
2024-10-07,0700.HK,556.85,571.01,544.5,560.33,59882412,33553913612.03
2024-10-08,0700.HK,547.73,553.05,537.61,550.67,55678878,30660769825.4
2024-10-09,0700.HK,550.8,558.13,539.12,550.44,47136286,25945715252.93
2024-10-10,0700.HK,546.75,559.63,535.3,546.46,58172707,31788915141.8
2024-10-11,0700.HK,550.54,555.46,538.35,547.32,63592223,34805557257.5
2024-10-14,0700.HK,560.33,571.99,549.75,561.5,56084322,31491079668.56
2024-10-15,0700.HK,551.57,562.39,542.64,548.43,56010334,30717490641.21
2024-10-16,0700.HK,564.49,566.28,555.59,558.38,71339055,39834317235.32
2024-10-17,0700.HK,557.21,571.86,551.03,559.29,46981341,26276007780.8
2024-10-18,0700.HK,559.43,571.56,546.26,551.02,55525449,30595836871.28
2024-10-21,0700.HK,539.66,553.1,537.75,540.58,54892871,29674180235.37
2024-10-22,0700.HK,523.18,529.66,515.66,523.91,59222997,31027500994.95
2024-10-23,0700.HK,521.85,526.93,514.31,523.27,54963623,28760871211.9
2024-10-24,0700.HK,546.69,559.5,533.95,542.61,55127033,29912490164.18
2024-10-25,0700.HK,550.1,560.61,535.24,546.31,55524010,30333352430.8
2024-10-28,0700.HK,539.47,546.57,532.46,544.62,65400068,35618298639.79
2024-10-29,0700.HK,533.2,544.41,525.28,534.43,49505135,26457194259.5
2024-10-30,0700.HK,520.47,522.5,513.97,518.15,44461978,23037907083.86
2024-10-31,0700.HK,525.58,531.22,518.9,522.86,55345128,28937492713.96
2024-11-01,0700.HK,533.82,545.89,520.7,529.9,68223425,36151313309.84
2024-11-04,0700.HK,550.79,558.52,542.9,549.5,49753996,27339691033.85
2024-11-05,0700.HK,555.05,567.33,551.02,555.73,55768589,30992476340.25
2024-11-06,0700.HK,557.9,572.71,552.2,561.72,66769879,37506280873.97
2024-11-07,0700.HK,565.33,573.31,555.97,562.6,50291708,28293888796.6
2024-11-08,0700.HK,575.82,577.93,569.98,573.24,50953143,29208576688.19
2024-11-11,0700.HK,586.55,590.47,583.67,587.72,57021199,33512517893.16
2024-11-12,0700.HK,581.16,589.66,578.64,584.98,67618955,39555540641.88
2024-11-13,0700.HK,582.37,591.99,568.48,582.71,50958492,29694032594.28
2024-11-14,0700.HK,581.92,585.49,571.57,577.01,52687001,30400698763.22
2024-11-15,0700.HK,557.85,559.71,551.93,557.01,60565808,33735906720.11
2024-11-18,0700.HK,566.63,578.51,558.79,561.82,56843046,31935455299.41
2024-11-19,0700.HK,564.55,575.77,549.53,561.91,45336711,25475092456.21
2024-11-20,0700.HK,573.84,577.07,568.37,570.43,61356740,34999646437.85
2024-11-21,0700.HK,555.55,564.64,545.99,556.23,63203749,35155832258.05
2024-11-22,0700.HK,569.03,582.66,557.04,570.76,57473671,32803890147.71
2024-11-25,0700.HK,593.88,598.42,588.68,590.66,51944928,30681618347.86
2024-11-26,0700.HK,576.41,584.37,572.83,579.8,49137699,28489915882.07
2024-11-27,0700.HK,587.7,600.16,582.63,587.12,56835815,33369691773.51
2024-11-28,0700.HK,566.27,581.18,557.71,573.74,66381986,38085754039.45
2024-11-29,0700.HK,582.93,589.11,572.6,583.73,48021453,28031412672.06
2024-12-02,0700.HK,583.77,591.21,568.09,580.78,50904368,29564419899.91
2024-12-03,0700.HK,582.35,586.33,571.77,584.11,53141010,31039946459.88
2024-12-04,0700.HK,588.86,602.02,580.06,585.97,49583311,29054354602.93
2024-12-05,0700.HK,604.93,611.83,590.11,602.46,60112594,36215257762.73
2024-12-06,0700.HK,592.67,602.69,577.49,589.62,60564343,35709767756.81
2024-12-09,0700.HK,586.53,593.15,575.42,583.41,59636494,34792606606.31
2024-12-10,0700.HK,596.54,610.9,593.15,598.51,51594212,30879506006.42
2024-12-11,0700.HK,607.13,617.04,593.22,608.04,56903129,34599620153.68
2024-12-12,0700.HK,600.68,614.59,586.21,597.1,59544123,35554070426.84
2024-12-13,0700.HK,602.12,611.66,597.59,608.79,53917172,32824202974.47
2024-12-16,0700.HK,602.17,612.26,593.47,601.22,54490289,32760476758.63
2024-12-17,0700.HK,602.6,614.97,596.27,600.09,50053962,30036994774.7
2024-12-18,0700.HK,623.19,630.34,607.55,614.99,53084428,32646617379.19
2024-12-19,0700.HK,602.2,605.76,597.93,603.59,53374222,32216384447.07
2024-12-20,0700.HK,604.23,616.18,598.45,606.51,48970196,29700850101.52
2024-12-23,0700.HK,614.81,624.56,600.76,617.4,49580539,30610936337.29
2024-12-24,0700.HK,599.45,602.0,588.13,597.99,65054594,38901887572.3
2024-12-25,0700.HK,605.81,609.57,593.73,600.48,75379426,45263662540.02
2024-12-26,0700.HK,592.56,609.76,587.51,601.96,44186648,26598803001.03
2024-12-27,0700.HK,599.52,615.41,585.9,604.18,58068811,35084154581.31
2024-12-30,0700.HK,599.37,603.15,584.02,597.81,54261956,32438175416.8
2024-12-31,0700.HK,593.27,601.66,584.49,595.0,69148980,41143987945.35
2025-01-01,0700.HK,602.77,606.22,586.77,597.39,63923301,38187434619.04
2025-01-02,0700.HK,594.95,608.51,589.03,595.66,75222645,44807173372.06
2025-01-03,0700.HK,604.61,618.66,591.93,604.03,54099117,32677446568.78
2025-01-06,0700.HK,597.11,600.98,594.96,598.36,55100996,32970002603.45
2025-01-07,0700.HK,605.72,618.52,600.33,609.72,56338768,34350801468.17
2025-01-08,0700.HK,627.96,638.86,609.92,624.3,52517319,32786451759.44
2025-01-09,0700.HK,607.53,616.18,600.89,610.86,64825811,39599385570.43
2025-01-10,0700.HK,585.17,594.84,574.07,592.39,57288361,33937197717.2
2025-01-13,0700.HK,594.46,601.64,585.72,593.1,56772845,33671962538.72
2025-01-14,0700.HK,601.99,613.69,594.37,600.83,50080285,30089871405.91
2025-01-15,0700.HK,598.44,607.48,593.38,596.5,45352488,27052866324.53
2025-01-16,0700.HK,603.78,617.47,591.22,600.74,67213273,40377685111.88
2025-01-17,0700.HK,618.77,632.52,614.57,616.56,53263129,32840036342.64
2025-01-20,0700.HK,613.18,624.58,602.9,611.96,54335613,33251041518.76
2025-01-21,0700.HK,599.4,608.96,587.04,599.6,58011039,34783230995.65
2025-01-22,0700.HK,612.86,630.43,601.86,618.54,60167134,37215527644.15
2025-01-23,0700.HK,612.5,619.56,608.87,613.21,54211097,33242900769.52
2025-01-24,0700.HK,616.11,627.08,599.47,610.18,58593941,35752605855.5
2025-01-27,0700.HK,626.92,639.96,611.33,620.43,55687227,34550052151.78
2025-01-28,0700.HK,633.25,639.94,618.7,630.06,52611821,33148864902.51
2025-01-29,0700.HK,613.56,619.31,603.52,614.85,55598863,34184930074.49
2025-01-30,0700.HK,627.51,631.95,616.43,623.77,62358101,38896887892.78
2025-01-31,0700.HK,619.72,629.23,599.44,613.5,57710857,35405666045.59
2025-02-03,0700.HK,612.62,621.07,599.2,609.2,63592659,38740682095.95
2025-02-04,0700.HK,624.02,634.6,614.91,621.03,52472807,32587084331.82
2025-02-05,0700.HK,615.27,624.71,612.33,619.05,65864085,40773007932.88
2025-02-06,0700.HK,623.97,638.6,612.21,623.82,54424046,33950887150.06
2025-02-07,0700.HK,617.26,628.13,603.12,614.98,51977378,31965116745.87
2025-02-10,0700.HK,626.75,640.25,614.9,619.64,46327436,28706474670.58
2025-02-11,0700.HK,614.07,631.49,605.24,621.61,42091823,26164784765.45
2025-02-12,0700.HK,612.36,621.89,602.97,611.54,54510114,33335330017.18
2025-02-13,0700.HK,622.63,635.37,609.42,622.11,57319062,35658697870.27
2025-02-14,0700.HK,635.62,647.78,624.74,632.86,61600752,38984958025.82
2025-02-17,0700.HK,619.5,632.51,610.82,623.69,58408951,36429310317.27
2025-02-18,0700.HK,643.02,650.61,624.05,635.59,50968294,32394909705.24
2025-02-19,0700.HK,632.08,648.66,627.6,635.12,58471410,37136225998.7
2025-02-20,0700.HK,633.12,648.3,618.92,633.03,64386251,40758689374.42
2025-02-21,0700.HK,609.78,617.31,602.76,614.79,75983210,46714017648.55
2025-02-24,0700.HK,625.31,630.23,615.88,625.89,55904071,34990012778.54
2025-02-25,0700.HK,636.3,642.89,625.42,640.82,54549966,34956452300.7
2025-02-26,0700.HK,622.74,627.17,611.59,623.89,53548871,33408599087.63
2025-02-27,0700.HK,612.46,624.63,605.43,613.61,46952259,28810469585.63
2025-02-28,0700.HK,615.55,627.63,607.39,615.36,55293721,34025520841.99
2025-03-03,0700.HK,619.64,633.4,610.14,626.63,79595907,49877445812.97
2025-03-04,0700.HK,598.5,604.3,589.92,596.73,52064440,31068486700.02
2025-03-05,0700.HK,573.99,587.92,566.22,574.94,65152231,37458522305.43
2025-03-06,0700.HK,570.05,575.21,563.3,570.37,59589021,33988037924.66
2025-03-07,0700.HK,563.04,566.72,549.67,564.86,46015193,25991983815.15
2025-03-10,0700.HK,566.61,573.22,550.89,564.32,60192870,33968047163.66
2025-03-11,0700.HK,560.51,573.69,548.26,560.8,52429926,29402564806.57
2025-03-12,0700.HK,557.81,565.81,545.58,560.09,56926016,31883469137.94
2025-03-13,0700.HK,569.47,579.48,560.6,572.08,64408797,36847056984.68
2025-03-14,0700.HK,568.16,574.71,560.12,572.36,52597381,30104376350.54
2025-03-17,0700.HK,594.63,605.66,586.1,591.57,48773634,28853097114.17
2025-03-18,0700.HK,592.44,605.93,584.92,593.71,60058854,35657473020.54
2025-03-19,0700.HK,603.55,614.25,598.93,602.03,61109257,36789825703.19
2025-03-20,0700.HK,600.15,613.1,592.4,596.02,59954642,35734123408.42
2025-03-21,0700.HK,603.53,616.54,599.57,605.47,64059846,38786492140.28
2025-03-24,0700.HK,618.09,628.63,606.62,613.23,54650567,33513493593.28
2025-03-25,0700.HK,605.94,613.25,596.23,605.21,48187236,29163626107.88
2025-03-26,0700.HK,602.7,616.91,596.31,608.23,49803903,30292267695.31
2025-03-27,0700.HK,599.98,614.59,589.48,600.38,55529020,33338698958.07
2025-03-28,0700.HK,589.86,602.34,576.43,591.77,53026824,31379650070.92
2025-03-31,0700.HK,591.43,596.43,578.85,591.13,61682429,36462156421.35
2025-04-01,0700.HK,589.38,600.78,584.31,591.46,56873731,33638762373.36
2025-04-02,0700.HK,600.86,605.5,583.44,597.3,54827842,32748859581.53
2025-04-03,0700.HK,597.9,607.76,585.44,598.17,63348083,37892753345.27
2025-04-04,0700.HK,595.99,603.33,592.84,599.84,47309276,28377979305.67
2025-04-07,0700.HK,605.1,619.38,599.47,606.78,50745626,30791500721.83
2025-04-08,0700.HK,617.16,628.01,610.64,613.63,51104267,31359223040.16
2025-04-09,0700.HK,625.47,638.57,616.45,622.86,57119971,35577577806.52
2025-04-10,0700.HK,632.41,644.36,615.07,625.99,58376556,36543056868.62
2025-04-11,0700.HK,628.59,631.34,616.01,625.03,62728179,39206749618.0
2025-04-14,0700.HK,615.52,627.55,606.5,610.98,64459844,39383503848.98
2025-04-15,0700.HK,626.75,632.79,613.07,621.8,68811217,42786969297.15
2025-04-16,0700.HK,594.69,607.21,580.73,596.3,46356402,27642424327.32
2025-04-17,0700.HK,621.83,631.3,611.16,625.33,48040087,30040918417.99
2025-04-18,0700.HK,588.05,603.41,575.42,592.02,58625616,34707362647.71
2025-04-21,0700.HK,586.53,596.62,580.14,589.35,42395820,24985777529.2
2025-04-22,0700.HK,582.0,594.37,567.65,578.6,44696252,25861029705.26
2025-04-23,0700.HK,571.67,584.75,564.36,571.36,69743140,39848776546.09
2025-04-24,0700.HK,577.88,586.27,569.42,582.83,62041155,36159639120.19
2025-04-25,0700.HK,581.84,594.1,572.95,580.16,58032621,33668378484.12
2025-04-28,0700.HK,582.36,586.17,570.89,581.23,50690966,29462927332.75
2025-04-29,0700.HK,588.94,594.21,582.94,584.76,54549582,31898464386.94
2025-04-30,0700.HK,585.79,595.3,581.55,591.22,51103451,30213444463.88
2025-05-01,0700.HK,578.46,585.61,569.58,581.25,51905244,30170123302.61
2025-05-02,0700.HK,564.71,577.73,555.24,563.84,57170949,32235531667.12
